packageName,className,methodName,apis
edu.cmu.lti.oaqa.flexneuart.resources,RestrictedJsonConfig,getParamStringArray,[com.google.code.gson:gson]
edu.cmu.lti.oaqa.flexneuart.utils,QrelReader,"",[commons-io:commons-io]
edu.cmu.lti.oaqa.flexneuart.utils,XmlIteratorTest,test1,[junit:junit]
edu.cmu.lti.oaqa.flexneuart.apps,TextXmlIterAndParserApp,main,[org.slf4j:slf4j-api]
edu.cmu.lti.oaqa.flexneuart.cand_providers,LuceneCandidateProvider,"","[org.apache.lucene:lucene-analyzers-common,org.apache.lucene:lucene-core,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.letor.external,TextEntryRaw,validate,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.apps,BaseQueryAppProcessingThread,run,[org.slf4j:slf4j-api]
edu.cmu.lti.oaqa.flexneuart.letor.external,TextEntryParsed,setFieldValue,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.letor.external,WordEntryInfo,setWord,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.utils,XmlIteratorTest,"",[org.slf4j:slf4j-api]
edu.cmu.lti.oaqa.flexneuart,AbstractTest,approxEqual,[org.slf4j:slf4j-api]
edu.cmu.lti.oaqa.flexneuart.apps,BaseQueryApp,"","[com.googlecode.matrix-toolkits-java:mtj,commons-cli:commons-cli,org.apache.commons:commons-math3,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.apps,ExportTrainCEDR,finishOutput,[org.slf4j:slf4j-api]
edu.cmu.lti.oaqa.flexneuart.giza,GizaTranTableReaderAndRecoder,"","[net.openhft:koloboke-api-jdk6-7,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.nmslib,QueryException,"",[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.resources,RestrictedJsonConfigTest,test,"[com.google.code.gson:gson,junit:junit]"
edu.cmu.lti.oaqa.flexneuart.utils,RandomUtilsTest,testSampleWithReplace,[junit:junit]
edu.cmu.lti.oaqa.flexneuart.utils,CleanerUtil,CleanText,[org.htmlparser:htmlparser]
edu.cmu.lti.oaqa.flexneuart.fwdindx,ForwardIndex,createIndex,[org.slf4j:slf4j-api]
edu.cmu.lti.oaqa.flexneuart.apps,LuceneIndexer,main,"[commons-cli:commons-cli,org.apache.lucene:lucene-analyzers-common,org.apache.lucene:lucene-core,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.apps,FilterTranTable,"","[commons-cli:commons-cli,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.simil_func,DistanceFunctions,computeJSDiv,[com.googlecode.matrix-toolkits-java:mtj]
edu.cmu.lti.oaqa.flexneuart.letor.external,ScoringException,setMessage,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.utils,ParamHelper,getOptions,[commons-cli:commons-cli]
edu.cmu.lti.oaqa.flexneuart.resources,ResourceManager,concat,[commons-io:commons-io]
edu.cmu.lti.oaqa.flexneuart.apps,CreateBitextFromQRELs,genBitextSample,[org.slf4j:slf4j-api]
edu.cmu.lti.oaqa.flexneuart.letor.external,WordEntryInfo,getFieldValue,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.letor.external,TextEntryParsed,setEntries,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.simil,LCSTest,"",[org.slf4j:slf4j-api]
ciir.umass.edu.features,FeatureStats,writeFeatureStats,[org.apache.commons:commons-math3]
edu.cmu.lti.oaqa.flexneuart.apps,BaseQueryApp,run,"[com.googlecode.matrix-toolkits-java:mtj,commons-cli:commons-cli,org.apache.commons:commons-math3,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.letor,FeatExtrTermMatchSimilarity,getFeaturesMappedIds,[com.googlecode.matrix-toolkits-java:mtj]
edu.cmu.lti.oaqa.flexneuart.letor.external,TextEntryParsed,"",[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.letor.external,TextEntryRaw,compareTo,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.utils,CompressUtilsTest,doTestGZIP,[junit:junit]
edu.cmu.lti.oaqa.flexneuart.apps,AnswBasedQRELGenWorker,run,[org.slf4j:slf4j-api]
edu.cmu.lti.oaqa.flexneuart.apps,ExportToNMSLIBSparse,main,"[args4j:args4j,com.googlecode.matrix-toolkits-java:mtj,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.simil,WMDTest,testInfinity,[junit:junit]
edu.cmu.lti.oaqa.flexneuart.letor.external,WordEntryInfo,fieldForId,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.letor.external,WordEntryInfo,setFieldValue,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.apps,BaseQueryApp,showUsage,[commons-cli:commons-cli]
edu.cmu.lti.oaqa.flexneuart.fwdindx,LuceneDbBackend,openIndexForReading,"[org.apache.lucene:lucene-core,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.letor,FeatExtractorRM3Similarity,getFeaturesMappedIds,"[com.googlecode.matrix-toolkits-java:mtj,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.fwdindx,LuceneDbBackend,get,"[org.apache.lucene:lucene-core,org.apache.lucene:lucene-queryparser]"
edu.cmu.lti.oaqa.flexneuart.apps,ExportTrainNegSampleWithoutScoresBase,exportQueryTrain,[org.slf4j:slf4j-api]
edu.cmu.lti.oaqa.flexneuart.letor,FeatExtrModel1Similarity,"","[net.openhft:koloboke-api-jdk6-7,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.resources,RestrictedJsonConfig,getParamFloat,[com.google.code.gson:gson]
edu.cmu.lti.oaqa.flexneuart.apps,QueryAppImpl,procResults,[com.googlecode.matrix-toolkits-java:mtj]
edu.cmu.lti.oaqa.flexneuart.letor.external,TextEntryParsed,readObject,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.apps,AnswBasedQRELGenWorker,"",[org.slf4j:slf4j-api]
edu.cmu.lti.oaqa.flexneuart.letor,FeatExtrModel1Similarity,getTopWordIdsAndScores,[net.openhft:koloboke-api-jdk6-7]
edu.cmu.lti.oaqa.flexneuart.fwdindx,DocEntryParsedTest,test1,[junit:junit]
edu.cmu.lti.oaqa.nmslib,QueryException,compareTo,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.letor.external,WordEntryInfo,isSetQty,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.resources,RestrictedJsonConfig,getParamFloatArray,[com.google.code.gson:gson]
edu.cmu.lti.oaqa.flexneuart.resources,RestrictedJsonConfig,getReqParamInt,[com.google.code.gson:gson]
edu.cmu.lti.oaqa.flexneuart.fwdindx,DocEntryParsedTest,doTestBinary,[junit:junit]
edu.cmu.lti.oaqa.flexneuart.fwdindx,LuceneDbKeyIterator,"","[org.apache.lucene:lucene-core,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.resources,RestrictedJsonConfig,getParamBoolArray,[com.google.code.gson:gson]
edu.cmu.lti.oaqa.flexneuart.resources,RestrictedJsonConfig,getReqParamNestedConfig,[com.google.code.gson:gson]
edu.cmu.lti.oaqa.flexneuart.giza,GizaFilterAndRecoderTest,testWordProbSrcWordIdFlipped,"[junit:junit,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.letor.external,WordEntryInfo,compareTo,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.resources,RestrictedJsonConfig,getValueElemByKey,[com.google.code.gson:gson]
edu.cmu.lti.oaqa.flexneuart.simil,WMDTest,"",[org.slf4j:slf4j-api]
edu.cmu.lti.oaqa.flexneuart.utils,DataEntryReader,readParallelQueryData,[org.slf4j:slf4j-api]
edu.cmu.lti.oaqa.flexneuart.utils,XmlIteratorTest,test2,[junit:junit]
edu.cmu.lti.oaqa.flexneuart.letor.external,TextEntryParsed,scheme,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.letor.external,TextEntryRaw,getText,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.apps,BuildFwdIndexApp,"",[org.slf4j:slf4j-api]
edu.cmu.lti.oaqa.flexneuart.apps,YahooAnswersCollectionSplitter,"",[org.slf4j:slf4j-api]
edu.cmu.lti.oaqa.flexneuart.fwdindx,ForwardIndex,"",[org.slf4j:slf4j-api]
edu.cmu.lti.oaqa.flexneuart.letor,FeatureExtractor,getFeatures,[com.googlecode.matrix-toolkits-java:mtj]
edu.cmu.lti.oaqa.flexneuart.utils,VectorUtils,fill,[com.googlecode.matrix-toolkits-java:mtj]
edu.cmu.lti.oaqa.flexneuart.utils,VectorUtils,toString,[com.googlecode.matrix-toolkits-java:mtj]
edu.cmu.lti.oaqa.flexneuart.giza,GizaFilterAndRecoderTest,testWordProbSrcWord,"[junit:junit,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.apps,ExportTrainCEDR,addOptionsDesc,[commons-cli:commons-cli]
edu.cmu.lti.oaqa.flexneuart.letor.external,ExternalScorer,"",[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.letor.external,ScoringException,write,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.simil,WMDTest,testOneQtys,[junit:junit]
edu.cmu.lti.oaqa.flexneuart.fwdindx,LuceneDbKeyIterator,next,"[org.apache.lucene:lucene-core,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.simil,SparseCosineTest,test1,[junit:junit]
edu.cmu.lti.oaqa.flexneuart.utils,CompressUtils,createInputStream,[org.apache.ant:ant]
edu.cmu.lti.oaqa.flexneuart.giza,GizaTranTableReaderAndRecoder,procOneWord,[net.openhft:koloboke-api-jdk6-7]
edu.cmu.lti.oaqa.flexneuart.letor,FeatExtractorExternalApacheThrift,getFeaturesMappedIds,"[com.googlecode.matrix-toolkits-java:mtj,org.apache.thrift:libthrift,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.giza,GizaFilterAndRecoderTest,testTranTableById,"[junit:junit,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.letor.external,ScoringException,getMessage,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.letor.external,TextEntryParsed,getEntriesIterator,[org.apache.thrift:libthrift]
ciir.umass.edu.eval,EvaluatorTest,testRanker,[junit:junit]
edu.cmu.lti.oaqa.flexneuart.apps,GenFeaturesAppImpl,procResults,[com.googlecode.matrix-toolkits-java:mtj]
edu.cmu.lti.oaqa.flexneuart.apps,QueryAppImpl,addOptions,[commons-cli:commons-cli]
edu.cmu.lti.oaqa.flexneuart.letor.external,TextEntryParsed,getEntries,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.letor.external,WordEntryInfo,unsetIDF,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.letor.external,WordEntryInfo,writeObject,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.resources,RestrictedJsonConfig,getParamBool,[com.google.code.gson:gson]
edu.cmu.lti.oaqa.nmslib,ReplyEntry,unsetId,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.apps,ExportTrainPairs,main,"[commons-cli:commons-cli,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.apps,YahooAnswersCollectionSplitter,main,"[commons-cli:commons-cli,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.giza,GizaFilterAndRecoderTest,testTranTableByWords,"[junit:junit,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.letor,DataPointWrapper,assign,[com.googlecode.matrix-toolkits-java:mtj]
edu.cmu.lti.oaqa.flexneuart.utils,XmlIteratorTest,test5,[junit:junit]
edu.cmu.lti.oaqa.flexneuart.fwdindx,FrequentIndexWordFilterAndRecoder,"",[org.slf4j:slf4j-api]
edu.cmu.lti.oaqa.flexneuart.utils,XmlIteratorTest,test8,[junit:junit]
ciir.umass.edu.eval,EvaluatorTest,testRF,[junit:junit]
edu.cmu.lti.oaqa.flexneuart.simil_func,BM25CloseOrderPairSimilQueryNorm,compute,[net.openhft:koloboke-api-jdk6-7]
edu.cmu.lti.oaqa.flexneuart.apps,ExportTrainNegSampleBase,readAddOptions,"[commons-cli:commons-cli,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.fwdindx,MapDbBackend,initIndexForWriting,"[org.mapdb:mapdb,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.letor,SingleFieldFeatExtractor,getSimpleFeatures,"[com.googlecode.matrix-toolkits-java:mtj,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.resources,CompositeFeatureExtractor,getFeatures,[com.googlecode.matrix-toolkits-java:mtj]
edu.cmu.lti.oaqa.flexneuart.utils,HTMLParser,parse,[org.htmlparser:htmlparser]
ciir.umass.edu.eval,EvaluatorTest,testCoorAscent,[junit:junit]
edu.cmu.lti.oaqa.flexneuart.letor,SingleFieldInnerProdFeatExtractor,getFeaturesMappedIds,[com.googlecode.matrix-toolkits-java:mtj]
ciir.umass.edu.eval,EvaluatorTest,testLambdaMART,[junit:junit]
edu.cmu.lti.oaqa.flexneuart.giza,GizaFilterAndRecoderTest,testTranTableByWordsFlipped,"[junit:junit,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.apps,CheckSparseExportScores,main,"[args4j:args4j,com.googlecode.matrix-toolkits-java:mtj,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.fwdindx,LuceneDbBackend,getKeyArray,[org.apache.lucene:lucene-core]
edu.cmu.lti.oaqa.flexneuart.giza,GizaTranTableReaderAndRecoder,getSourceWordProb,[net.openhft:koloboke-api-jdk6-7]
edu.cmu.lti.oaqa.flexneuart.letor,FeatExtrSparseDocEmbedDotProdSimilarity,getFeaturesMappedIds,[com.googlecode.matrix-toolkits-java:mtj]
edu.cmu.lti.oaqa.flexneuart.resources,ResourceManager,"",[org.slf4j:slf4j-api]
edu.cmu.lti.oaqa.flexneuart.utils,XmlIteratorTest,test3,[junit:junit]
edu.cmu.lti.oaqa.flexneuart.letor.external,WordEntryInfo,scheme,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.apps,ExportTrainPairs,"","[commons-cli:commons-cli,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.utils,VectorUtils,writeInterleavedInnerProdDoctVectBatchToNMSLIBStream,[com.googlecode.matrix-toolkits-java:mtj]
edu.cmu.lti.oaqa.flexneuart.utils,JSONDataUtils,parseJSONEntry,[com.google.code.gson:gson]
edu.cmu.lti.oaqa.nmslib,ReplyEntry,readObject,[org.apache.thrift:libthrift]
