packageName,className,methodName,apis
com.vmware.xenon.services.samples,BankAccountService,"",[com.vmware.xenon:xenon-common]
example.group,EmployeeServiceTest,testPatch,"[com.vmware.xenon:xenon-common,junit:junit]"
com.vmware.xenon.common,TestAuthentication,testNoAuthenticationService,[junit:junit]
com.vmware.xenon.common,TestAuthentication,testSettingAuthenticationService,[junit:junit]
com.vmware.xenon.common,TestOdataFilter,testSimpleBooleanQuery,[junit:junit]
com.vmware.xenon.common,TestSynchronizationTaskService,serviceResynchOnFailure,[junit:junit]
com.vmware.xenon.common.serialization,TestKryoSerializers,assertTypesCompliant,[junit:junit]
com.vmware.xenon.performance,SimpleStatefulService,"",[com.vmware.xenon:xenon-common]
com.vmware.xenon.services.common,TestGraphQueryTaskService,twoStage,[junit:junit]
com.vmware.xenon.services.samples,TestSampleServiceWithCustomUi,testGetUi,"[com.vmware.xenon:xenon-common,junit:junit]"
com.vmware.xenon.common,TestFutures,completeOkWithCompletionHandler,[junit:junit]
com.vmware.xenon.common,TestServiceDocument,"",[com.google.code.gson:gson]
com.vmware.xenon.common,TestServiceHost,doMaintenanceAndStatsReporting,[junit:junit]
com.vmware.xenon.services.common,TestNodeGroupService,synchronizationOneByOneWithAbruptNodeStop,[junit:junit]
com.vmware.xenon.services.common,TestQueryTaskService,topResultsWithSort,[junit:junit]
com.vmware.xenonlabs,UpgradeDemoEmployeeService,handlePut,[com.vmware.xenon:xenon-common]
com.vmware.xenon.common,TestDeferredResult,testApplyToEither,[junit:junit]
com.vmware.xenon.common,TestEventStreams,tearDown,[junit:junit]
com.vmware.xenon.common,TestStatelessService,throughputPost,[junit:junit]
com.vmware.xenon.common.http.netty,NettyChannelContext,getOperation,[io.netty:netty-all]
com.vmware.xenon.common.http.netty,NettyHttpClientRequestHandler,applyRateLimit,[io.netty:netty-all]
com.vmware.xenon.common.jwt,TestVerifier,invalidTypeHeader,[junit:junit]
com.vmware.xenon.common.test,ContainerVerificationHost,createAndStartContainer,[com.github.docker-java:docker-java]
com.vmware.xenon.services.common,LuceneDocumentIndexService,applyMetadataIndexingUpdate,[org.apache.lucene:lucene-core]
com.vmware.xenon.services.common,TestQueryTaskService,kindMatch,[junit:junit]
com.vmware.xenon.services.common,TestQueryTaskService,testQueryBuilderShouldOccur,[junit:junit]
com.vmware.xenon.services.samples,TestSampleHost,verifySampleHost,[com.vmware.xenon:xenon-common]
com.vmware.xenon.common,TestOperationSequence,prepare,[junit:junit]
com.vmware.xenon.common,TestServiceHost,restartAndVerifyManagementService,[junit:junit]
com.vmware.xenon.common.http.netty,NettyHttpToHttp2HandlerBuilder,"",[io.netty:netty-all]
com.vmware.xenon.common.test.websockets,JsWebSocket,getOnopen,[org.mozilla:rhino]
com.vmware.xenon.host,XenonHostWithPeerListenerTest,testHttp2DifferentSslConfig,"[com.vmware.xenon:xenon-common,io.netty:netty-all,junit:junit]"
com.vmware.xenon.services.common,LuceneDocumentIndexBackupService,updateCurrentAttributeForSelfLink,[org.apache.lucene:lucene-core]
com.vmware.xenon.services.common,TestLuceneDocumentIndexService,getExpiredNonPersistentServices,[junit:junit]
com.vmware.xenon.services.common,TestMigrationTaskService,failOnSourceNodeFailureBeforeIssuingQuery,[junit:junit]
com.vmware.xenon.services.common,TestMigrationTaskService,successMigrateDocuments,[junit:junit]
com.vmware.xenon.common,TestAuthorization,testAllowAndDenyRoles,[junit:junit]
com.vmware.xenon.common,TestAuthorizationContext,testPropagation,[junit:junit]
com.vmware.xenon.common,TestSynchronizationTaskService,synchTaskStopsSelfPatchingOnFactoryDelete,[junit:junit]
com.vmware.xenon.common.cloning,TestCloningJava8Times,setup,[junit:junit]
com.vmware.xenon.common.http.netty,NettyHttpClientRequestHandler,decodeRequestBody,[io.netty:netty-all]
com.vmware.xenon.common.http.netty,NettyHttpClientRequestHandler,submitRequest,[io.netty:netty-all]
com.vmware.xenon.common.http.netty,NettyHttpServiceClient,updateCookieJarFromResponseHeaders,[io.netty:netty-all]
com.vmware.xenon.common.serialization,HashingJsonWriter,endArray,[com.google.code.gson:gson]
com.vmware.xenon.common.test.websockets,AbstractWebSocketServiceTest,setUp,"[com.vmware.xenon:xenon-common,junit:junit,org.mozilla:rhino]"
com.vmware.xenon.services.common,TestQueryTaskService,doStringAndTextMatchTest,[junit:junit]
com.vmware.xenon.ui,UiService,handlePost,[com.vmware.xenon:xenon-common]
com.vmware.xenon.common,TestServiceHost,testRootUiService,[junit:junit]
com.vmware.xenon.common,TestSynchronizationTaskService,synchAfterOwnerRestart,[junit:junit]
com.vmware.xenon.common.jwt,TestCase,"",[com.google.code.gson:gson]
com.vmware.xenon.services.common,TestGraphQueryTaskService,twoStageUnlinked,[junit:junit]
com.vmware.xenon.services.common,TestTransactionService,testTransactionWithFailedOperations,[junit:junit]
com.vmware.xenon.services.samples,SampleFactoryServiceWithCustomUi,"",[com.vmware.xenon:xenon-common]
com.vmware.xenon.common,TestServiceDocument,exampleValues,[junit:junit]
com.vmware.xenon.common,TestServiceHost,maintenanceForOnDemandLoadServices,[junit:junit]
com.vmware.xenon.common,TestUtilityService,failureOnReservedSuffixServiceStart,[junit:junit]
com.vmware.xenon.common,TestUtils,doSerializationWithSignature,[junit:junit]
com.vmware.xenon.common,TestUtils,testValidateStateForUniqueIdentifier,[junit:junit]
com.vmware.xenon.common.jwt,TestVerifier,initializeVerifier,[junit:junit]
com.vmware.xenon.common.serialization,KryoSerializers,serializeDocument,[com.esotericsoftware:kryo-shaded]
com.vmware.xenon.services.common,LuceneDocumentIndexService,createWriter,[org.apache.lucene:lucene-core]
com.vmware.xenon.services.common,TestExampleService,strictUpdateVersionCheck,"[junit:junit,org.assertj:assertj-core]"
com.vmware.xenon.services.common,TestLuceneDocumentIndexService,doDocumentMetadataIndexing,[junit:junit]
com.vmware.xenon.services.common,TestNodeGroupService,verifyReplicatedAuthorizedPost,[junit:junit]
com.vmware.xenon.services.common,TestQueryTaskService,doNotRefreshSearcherTest,[junit:junit]
com.vmware.xenon.services.samples,TestWordCountingSampleService,testMultiNodesWithFailure,"[com.vmware.xenon:xenon-common,junit:junit]"
com.vmware.xenon.workshop,TaskDemoService,processQueryResults,[com.vmware.xenon:xenon-common]
com.vmware.xenon.common,TestDeferredResult,setUp,[junit:junit]
com.vmware.xenon.common,TestDeferredResult,testGetNowWithValue,[junit:junit]
com.vmware.xenon.common,TestOperationQueue,lifoOfferAndPoll,[junit:junit]
com.vmware.xenon.common,TestServiceDocument,testSerializeClassesWithoutDefaultConstructor,[junit:junit]
com.vmware.xenon.services.common,TestLuceneDocumentIndexService,doUpdates,[junit:junit]
com.vmware.xenon.services.common,TestQueryFilter,evaluateWithEnum,[junit:junit]
com.vmware.xenon.services.common,TestQueryFilter,matchTypePrefix,[junit:junit]
com.vmware.xenon.common,TestEventStreams,testMaxParallelismLocal,[junit:junit]
com.vmware.xenon.common,TestRoundRobinOperationQueue,testLimitSameKey,[junit:junit]
com.vmware.xenon.common,TestServiceHost,buildDocumentDescription,[junit:junit]
com.vmware.xenon.common,TestServiceHost,testCacheClearAndRefresh,[junit:junit]
com.vmware.xenon.common,TestServiceModel,periodicMaintenance,[junit:junit]
com.vmware.xenon.common,TestUriUtils,buildUriFromParts,[junit:junit]
com.vmware.xenon.common,TestUtils,serializedAndCompareDocuments,[com.esotericsoftware:kryo-shaded]
com.vmware.xenon.common.http.netty,CookieJar,add,[io.netty:netty-all]
com.vmware.xenon.common.serialization,TestJsonMapper,testJsonOptions,[junit:junit]
com.vmware.xenon.performance,OwnerSelectedService,createFactory,[com.vmware.xenon:xenon-common]
com.vmware.xenon.services.common,LuceneDocumentIndexBackupService,copyInMemoryLuceneIndexToDirectory,[org.apache.lucene:lucene-core]
com.vmware.xenon.services.common,TestLuceneDocumentIndexService,implicitQueryResultLimit,[junit:junit]
com.vmware.xenon.services.common,TestODataQueryService,testWildcardPropertyNEQuery,[junit:junit]
com.vmware.workshop.labs.answer,BookServiceAnswerTest,basic,"[com.vmware.xenon:xenon-common,junit:junit]"
com.vmware.xenon,KryoBenchmark,deserializeBigObject,"[com.vmware.xenon:xenon-common,org.openjdk.jmh:jmh-core]"
com.vmware.xenon,TestServiceDocumentDescription,failNotFound,[junit:junit]
com.vmware.xenon.common,TestServiceDocument,testEmptyPatchNonEmptySource,[junit:junit]
com.vmware.xenon.common,TestServiceDocument,testNumberFieldsCoercedToDouble,[junit:junit]
com.vmware.xenon.common,TestUtils,cloneDocumentAndObject,[junit:junit]
com.vmware.xenon.common.http.netty,NettyHttpServiceClient,sendHttpRequest,[io.netty:netty-all]
com.vmware.xenon.common.opentracing,TracerFactoryTest,jaegerInvalidHost,"[io.opentracing:opentracing-api,io.opentracing:opentracing-noop,junit:junit]"
com.vmware.xenon.services.common,TestFieldInfoCache,makeInfosArray,[org.apache.lucene:lucene-core]
com.vmware.xenon.services.common,TestMigrationTaskService,successMigrateDocumentsWithCustomQueryWithIncludeAllVersions,[junit:junit]
com.vmware.xenon.services.common,TestODataQueryService,testSimpleStringQuery,[junit:junit]
com.vmware.xenon.common,TestClaims,testEmptyProperties,[junit:junit]
com.vmware.xenon.common,TestDeferredResult,getExpectedExceptionCompletion,[junit:junit]
com.vmware.xenon.common,TestUtils,toJsonWithSignature,[junit:junit]
com.vmware.xenon.common.http.netty,NettyHttp2Test,tearDown,[junit:junit]
com.vmware.xenon.common.http.netty,NettyHttp2Test,validateStreamExhaustion,[junit:junit]
com.vmware.xenon.common.opentracing,TracerFactoryTest,cleanUp,[junit:junit]
com.vmware.xenon.common.serialization,SortedKeysMapViewAdapterFactory,create,[com.google.code.gson:gson]
com.vmware.xenon.services.common,LuceneDocumentIndexService,applyDocumentVersionRetentionPolicy,[org.apache.lucene:lucene-core]
