packageName,className,apis
org.imixs.workflow.bpmn,TestBPMNParserAdapter,[junit:junit]
org.imixs.workflow.engine,WorkflowSimulationEnvironment,"[jakarta.platform:jakarta.jakartaee-api,junit:junit,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine,org.mockito:mockito-all]"
org.imixs.workflow.jaxrs,DocumentRestService,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.engine.adminp,JobHandler,[org.imixs.workflow:imixs-workflow-core]
org.imixs.workflow.engine.adapters,TestAccessAdapter,"[junit:junit,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine,org.mockito:mockito-all]"
org.imixs.workflow.engine,TestAdaptText,"[junit:junit,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.engine.plugins,AnalysisPlugin,[org.imixs.workflow:imixs-workflow-core]
org.imixs.workflow.xml,TestXMLParser,[junit:junit]
org.imixs.workflow.faces.util,VectorIntegerConverter,[jakarta.platform:jakarta.jakartaee-api]
org.imixs.workflow.bpmn,TestBPMNParserSharedEvent,[junit:junit]
org.imixs.workflow.jaxrs,TestReportService,"[junit:junit,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.util,TestImixsJSONParser,[junit:junit]
org.imixs.workflow.xml,XMLDataCollection,[jakarta.platform:jakarta.jakartaee-api]
org.imixs.workflow.bpmn,TestBPMNParserDataObject,[junit:junit]
org.imixs.workflow.engine.plugins,AbstractPlugin,[org.imixs.workflow:imixs-workflow-core]
org.imixs.workflow.plugins,TestScheduler,[junit:junit]
org.imixs.workflow.engine,WorkflowMockEnvironment,"[jakarta.platform:jakarta.jakartaee-api,junit:junit,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine,org.mockito:mockito-all]"
org.imixs.workflow.jaxrs,ReportRestService,"[jakarta.platform:jakarta.jakartaee-api,org.apache.xmlgraphics:fop,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.engine.plugins,LogPlugin,[org.imixs.workflow:imixs-workflow-core]
org.imixs.workflow.bpmn,TestBPMNParserConditionalEvents,[junit:junit]
org.imixs.workflow.plugins,TestApproverResetPlugin,"[junit:junit,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine,org.mockito:mockito-all]"
org.imixs.workflow.xml,TestXMLItemCollectionAdapter,[junit:junit]
org.imixs.workflow.engine,MetricService,"[jakarta.platform:jakarta.jakartaee-api,org.eclipse.microprofile.metrics:microprofile-metrics-api,org.imixs.workflow:imixs-workflow-core]"
org.imixs.workflow.engine.plugins,MailPlugin,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core]"
org.imixs.workflow.jaxrs,RootRestService,[jakarta.platform:jakarta.jakartaee-api]
org.imixs.workflow.engine,TestReportService,"[junit:junit,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.engine,TestAdaptForEach,"[junit:junit,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.util,JSONParser,[jakarta.platform:jakarta.jakartaee-api]
org.imixs.workflow.faces.util,ViewExpiredExceptionHandler,[jakarta.platform:jakarta.jakartaee-api]
org.imixs.workflow.bpmn,TestBPMNParserSharedLinkEvent,[junit:junit]
org.imixs.workflow.engine.plugins,HistoryPlugin,[org.imixs.workflow:imixs-workflow-core]
org.imixs.workflow.engine,TextEvent,[org.imixs.workflow:imixs-workflow-core]
org.imixs.workflow.engine.index,SchemaService,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core]"
org.imixs.workflow.engine.lucene,LuceneIndexService,"[jakarta.platform:jakarta.jakartaee-api,org.apache.lucene:lucene-analyzers-common,org.apache.lucene:lucene-core,org.apache.lucene:lucene-facet,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.plugins,TestResultPlugin,"[junit:junit,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.xml,TestWriteXMLData,"[jakarta.platform:jakarta.jakartaee-api,junit:junit]"
org.imixs.workflow.engine.solr,TestParseSolrJSONResult,"[junit:junit,org.imixs.workflow:imixs-workflow-core]"
org.imixs.workflow.engine.adminp,AdminPException,[org.imixs.workflow:imixs-workflow-core]
org.imixs.workflow.engine.plugins,ReportPlugin,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core]"
org.imixs.workflow.engine.plugins,RulePlugin,[org.imixs.workflow:imixs-workflow-core]
org.imixs.workflow.xml,XMLDocument,[jakarta.platform:jakarta.jakartaee-api]
org.imixs.workflow.engine.lucene,LuceneItemAdapter,"[jakarta.platform:jakarta.jakartaee-api,org.apache.lucene:lucene-core,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.bpmn,TestBPMNParserStartEvent,[junit:junit]
org.imixs.workflow.engine.lucene,ExtendedFacetsExample,"[org.apache.lucene:lucene-analyzers-common,org.apache.lucene:lucene-core,org.apache.lucene:lucene-facet]"
org.imixs.workflow.faces.util,ViewExpiredExceptionHandlerFactory,[jakarta.platform:jakarta.jakartaee-api]
