packageName,className,apis
no.priv.garshol.duke.utils,StringUtilsTest,[junit:junit]
no.priv.garshol.duke.cleaners,LowerCaseNormalizeCleanerTest,[junit:junit]
no.priv.garshol.duke.comparators,MetaphoneComparatorTest,[junit:junit]
no.priv.garshol.duke.utils,NTriplesWriterTest,[junit:junit]
no.priv.garshol.duke.comparators,PersonNameComparatorTest,[junit:junit]
no.priv.garshol.duke.databases,ExtraLuceneDatabaseTest,"[junit:junit,org.apache.lucene:lucene-analyzers-common,org.apache.lucene:lucene-core]"
no.priv.garshol.duke.datasources,JsonDataSourceTest,[junit:junit]
no.priv.garshol.duke.comparators,NorphoneComparatorTest,[junit:junit]
no.priv.garshol.duke.comparators,NumericComparatorTest,[junit:junit]
no.priv.garshol.duke.genetic,ActiveLearningTest,[junit:junit]
no.priv.garshol.duke.databases.es,ElasticSearchDatabase,"[org.apache.lucene:lucene-analyzers-common,org.apache.lucene:lucene-core,org.elasticsearch:elasticsearch]"
no.priv.garshol.duke.test,ConfigLoaderTest,[junit:junit]
no.priv.garshol.duke.cleaners,PersonNameCleanerTest,[junit:junit]
no.priv.garshol.duke.datasources,JsonDataSource,[com.fasterxml.jackson.core:jackson-core]
no.priv.garshol.duke.utils,SparqlClientTest,[junit:junit]
