packageName,className,api,mcrCategories,mcrTags,count,countAll,proportion
org.dependencytrack.persistence,QueryManager,com.github.package-url:packageurl-java,"","github,url",4,120,0.03
org.dependencytrack.integrations,IntegrationPointTest,org.mockito:mockito-core,Mocking,"mock,mocking,testing",5,5,1.0
org.dependencytrack.resources.v1.misc,Badger,us.springett:alpine,"","",3,22,0.14
org.dependencytrack.resources.v1.misc,Badger,io.pebbletemplates:pebble,"",io,19,22,0.86
org.dependencytrack.resources.v1.vo,AnalysisRequest,us.springett:alpine,"","",3,3,1.0
org.dependencytrack.tasks.repositories,RepositoryMetaAnalyzerTask,com.github.package-url:packageurl-java,"","github,url",2,28,0.07
org.dependencytrack.tasks.repositories,RepositoryMetaAnalyzerTask,us.springett:alpine,"","",26,28,0.93
org.dependencytrack.resources.v1.vo,MappedLdapGroupRequest,us.springett:alpine,"","",2,2,1.0
org.dependencytrack.persistence,LicenseQueryManager,us.springett:alpine,"","",10,10,1.0
org.dependencytrack.resources.v1,PolicyConditionResource,us.springett:alpine,"","",9,9,1.0
org.dependencytrack.search,VulnerableSoftwareIndexer,us.springett:alpine,"","",37,67,0.55
org.dependencytrack.search,VulnerableSoftwareIndexer,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",30,67,0.45
org.dependencytrack.tasks,NistMirrorTask,us.springett:alpine,"","",87,87,1.0
org.dependencytrack.resources.v1,OidcResourceAuthenticatedTest,us.springett:alpine,"","",128,128,1.0
org.dependencytrack.tasks,IndexTask,us.springett:alpine,"","",7,7,1.0
org.dependencytrack.resources.v1,LicenseGroupResource,us.springett:alpine,"","",27,27,1.0
org.dependencytrack.integrations.kenna,KennaSecurityUploaderTest,us.springett:alpine,"","",8,8,1.0
org.dependencytrack.model,Component,com.github.package-url:packageurl-java,"","github,url",17,74,0.23
org.dependencytrack.model,Component,us.springett:alpine,"","",57,74,0.77
org.dependencytrack.resources.v1,PolicyResourceTest,us.springett:alpine,"","",8,8,1.0
