packageName,className,api,mcrCategories,mcrTags,count,countAll,proportion
com.github.rnewson.couchdb.lucene.couchdb,View,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",1,31,0.03
com.github.rnewson.couchdb.lucene.couchdb,View,org.json:json,JSON Libraries,json,24,31,0.77
com.github.rnewson.couchdb.lucene.couchdb,View,org.mozilla:rhino,JVM Languages,"scripting,javascript,jvm,language",6,31,0.19
com.github.rnewson.couchdb.lucene,Config,org.apache.httpcomponents:httpclient,HTTP Clients,"apache,client,http",1,18,0.06
com.github.rnewson.couchdb.lucene,Config,log4j:log4j,Logging Frameworks,logging,5,18,0.28
com.github.rnewson.couchdb.lucene,Config,commons-configuration:commons-configuration,Configuration Libraries,config,12,18,0.67
com.github.rnewson.couchdb.lucene.couchdb,UpdateSequenceTest,junit:junit,Testing Frameworks,"testing,junit",9,9,1.0
com.github.rnewson.couchdb.lucene,Main,org.eclipse.jetty:jetty-server,Web Servers,"server,eclipse,webserver,web,jetty",17,33,0.52
com.github.rnewson.couchdb.lucene,Main,log4j:log4j,Logging Frameworks,logging,5,33,0.15
com.github.rnewson.couchdb.lucene,Main,commons-configuration:commons-configuration,Configuration Libraries,config,2,33,0.06
com.github.rnewson.couchdb.lucene,Main,org.eclipse.jetty:jetty-servlet,"","server,eclipse,servlet,webserver,jetty",9,33,0.27
com.github.rnewson.couchdb.lucene.rhino,JSLog,log4j:log4j,Logging Frameworks,logging,13,16,0.81
com.github.rnewson.couchdb.lucene.rhino,JSLog,org.mozilla:rhino,JVM Languages,"scripting,javascript,jvm,language",3,16,0.19
com.github.rnewson.couchdb.lucene.couchdb,DesignDocumentTest,junit:junit,Testing Frameworks,"testing,junit",9,28,0.32
com.github.rnewson.couchdb.lucene.couchdb,DesignDocumentTest,org.json:json,JSON Libraries,json,19,28,0.68
com.github.rnewson.couchdb.lucene,JsonTest,org.json:json,JSON Libraries,json,1,2,0.5
com.github.rnewson.couchdb.lucene,JsonTest,junit:junit,Testing Frameworks,"testing,junit",1,2,0.5
